occupation_item_id	count	text_data	context	class_type
33104840	1	First Lady of Albania	ceremonial position afforded to the spouse of the Albanian head of state	occupation
189125	1	transgender person	state of one's gender identity or expression not matching one's assigned sex (use with P21)	occupation
4345733	1			occupation
21004059	1			occupation
5096910	1	Chief Scout Executive	top professional (Boy Scouts of America)	occupation
155026	1	United Parcel Service	International package delivery company	occupation
912985	1	running back	position in American and Canadian football	occupation
166177	1	Ballon d’Or	annual association football award	occupation
282019	1	baronet	British chivalric order	occupation
6647245	2	matriarch	female leader of a family, a tribe or an ethnic or religious group	occupation
2529846	1	pharmaconomist		occupation
185851	1	lacrosse	team sport	occupation
1310805	1			occupation
22806998	1	contre-amiral	French naval rank equivalent to Rear Admiral	occupation
42314101	1	usurer		occupation
7199372	1	Pittsburgh Police Chief	head of the Pittsburgh Bureau of Police	occupation
1757181	1	paralympic athletics	paralympic sport	occupation
8682	1	Real Madrid CF	association football club in Madrid	occupation
915073	1	letter delivery	the delivery of a letter by the respective authorized carriers to the recipient	occupation
3036201	1	Donatário		occupation
3705105	1	Chinese martial arts	category of martial arts	occupation
17059032	1	Espiritismo	term used in Latin America and the Caribbean	occupation
11129049	1	District officer	head of a district office in Hong Kong, the Government representative at the district level	occupation
151296	1	Holocaust denial	denial of the genocide of Jews in World War II	occupation
2366972	3	Hauptmann	German word usually translated as captain when it is used as an officer's rank in the German, Austrian and Swiss armies.	occupation
1854	1	Ho Chi Minh City	city of Vietnam	occupation
37681	1	silk	fine, lustrous, natural fiber produced by the larvae of various silk moths, especially the species Bombyx mori	occupation
697205	1	Yangmingism		occupation
11333691	1	Scholar of French literature	specialist of French literature	occupation
193326	1	Goldman Sachs	U.S. investment bank	occupation
595489	1	Fagiano Okayama	association football club	occupation
11353322	1	apprentice	Japanese indentured servant	occupation
11499773	2			occupation
10263740	2	Daikan	Japanese historical magistrate	occupation
413998	1	Bana	Wikimedia disambiguation page	occupation
18430197	1			occupation
15912898	1	Pilotage (aviation)		occupation
13424389	1			occupation
6382533	1	battalion	military unit size	occupation
5494351	1			occupation
585305	1	flamen	priest of the ancient Roman religion	occupation
19372142	2			occupation
11976509	1			occupation
184840	1	smuggling	illegal movement of goods or people	occupation
13451627	1			occupation
932438	1	Vizier	highest rank of official in Ancient Egypt	occupation
715396	1	solid-state physics	branch of physics of matter in the solid state	occupation
19464263	1	rap group	ensemble that performs music on the hip-hop style	occupation
280817	1	Ilm al-Kalam	practice in Islamic philosophy	occupation
8752	1	Basque	language of the Basque people	occupation
12268028	1	toka	Basque form of boules	occupation
1269118	1	Governors of Roman Britain	Wikimedia list article	occupation
12322595	1	Historiographer Royal (Denmark)		occupation
1006398	1	Federal Chancellor of Austria	Austrian office	occupation
20528752	1	concrete poet	person who writes and publishes concrete poetry	occupation
65018441	1	Gascon lord	a lord of Gascony	occupation
11415554	1	Honorary Fellow		occupation
609611	1	traffic guard	person who directs traffic through a construction site or other temporary traffic control zone	occupation
1976068	1	helminthology	study of parasitic worms	occupation
95074	2	fictional character	fictional human or non-human character in a narrative work of arts (for human fictional character use Q15632617)	occupation
1679837	1	Souliotes	Albanian-speaking Christians from Souli	occupation
8458384	1	Guild of Ankh-Morpork	Discworld	occupation
2050165	1			occupation
7237373	1	Practitioner–scholar model		occupation
3949376	1	Hindu saints		occupation
8348400	1	comendador	charge that had the mission of providing military security to the serfs entrusted to him	occupation
171861	1	The Artist	2011 French part-talkie directed by Michel Hazanavicius	occupation
61303539	1			occupation
249332	1	Dis	Wikimedia disambiguation page	occupation
6302471	1	Judge Advocate General of the Armed Forces	judge responsible for the court martial process within the armed forces of the United Kingdom	occupation
4683585	1	administrative law judge		occupation
677466	3	video clip	short sections of video	occupation
1540322	1	Tobolsk Governorate	governorate of the Russian Empire	occupation
106039	2	Christian	person who adheres to Christianity	occupation
207694	1	art museum	building or space for the exhibition of art	occupation
2743689	1			occupation
875305	1	Northern Wei	former country (386–535)	occupation
1760610	1	comic book	publication of comics art	occupation
3760166	1	gentleman driver	racecar driver that competes as a hobby	occupation
23810528	1	ice cream taster	person with proficiency in ice cream tasting	occupation
47480774	1			occupation
470262	1	accused	person charged with a criminal offense	occupation
7397	1	software	non-tangible executable component of a computer	occupation
5861276	1	MasterChef	reality TV program franchise	occupation
6631704	1	list of opera directors	Wikimedia list article	occupation
65491943	1	commercial scientist		occupation
837159	1	Communist Party of India	Indian political party, established 1925	occupation
29358	1	orienteering	group of sports that requires navigational skills	occupation
5799405	1		dignity of the cathedral churches, charged with teaching ecclesiastical sciences	occupation
191000	1	oud	pear-shaped stringed instrument	occupation
28666351	1	Medal of Honor for St. Petersburg		occupation
4188052	1	Honoured Higher education employee of the Russian Federation		occupation
4287202	1	Medal of Francysk Skaryna	civil decoration of Belarus	occupation
20968836	1	rector magnificus of Leiden University		occupation
12269708	1	Mirza	the rank of a high nobleman or prince	occupation
4574084	1	environment minister	cabinet position responsible for environmental conservation	occupation
56164819	1	radiosportsperson		occupation
1517909	2	shoeshiner	craft	occupation
746462	1	high priest	type of priest in Melchizedek priesthood of the Latter Day Saints	occupation
1318451	1	transfusion medicine	medical specialty	occupation
15390704	1	Mughal emperor		occupation
3529232	1	Spouse of the Prime Minister of India		occupation
170424	1	World Meteorological Organization	specialised agency of the United Nations for meteorology	occupation
15411298	1	minister of the Generalitat Valenciana		occupation
3038357	1	oldest person of France	Wikimedia list article	occupation
1727724	1	Yobidashi	staff of  professional sumo	occupation
11651350	1			occupation
3644666	1	partisan brigade		occupation
2143354	1	insurance company	business enterprise which provides a means of protection from financial loss	occupation
208145	1	iconography	branch of art history	occupation
21743287	1	superintendent (France)	fonction related to education in France	occupation
1311064	1	ice cream parlor	shop selling ice creams	occupation
56236186	2	carpets designer	designer of carpets	occupation
17644686	1	feltmaker	person engaged in feltmaking	occupation
16845410	1	Hula Dancer	American-bred Thoroughbred racehorse	occupation
3064279	1	Chilean National Museum of Natural History	national monument of Chile	occupation
12332079	1			occupation
3889297	1	Paladin	Paladin (character class)	occupation
1788871	1	Governing Senate		occupation
913532	1	charro	traditional horseman of Mexico	occupation
1584840	1			occupation
934866	1	United States Marshals Service	federal law enforcement agency of the United States	occupation
6143267	1	Regista	Japanese visual novel publishing company	occupation
5163002	1	Conservationist	Wikimedia disambiguation page	occupation
15752780	1	Metallurgist	journal	occupation
5919605	1			occupation
540912	1	food industry	collective of diverse businesses that supplies much of the world's food	occupation
71052981	1	drover	historical occupation	occupation
56085676	1	leading researcher	title or position in some institutes (e.g. in Russia)	occupation
3002420	1	credit management		occupation
49120	1	Tufts University	private research university in Medford/Somerville, Massachusetts	occupation
219563	1	University of Washington	public research university in Seattle, Washington, United States	occupation
42881565	1			occupation
339332	1	Premonstratensians	Roman Catholic order	occupation
7138981	1	parliamentary counsel	lawyers who prepare legislation that it is proposed to pass into law	occupation
523213	1	Cotter		occupation
1623219	1	Imperial Count Palatine		occupation
1937160	1	minister without portfolio	type of government minister	occupation
1209862	1	Broadcaster	Wikimedia disambiguation page	occupation
1069840	1	Chenard-Walcker	automobile manufacturer	occupation
1194763	1	2D computer graphics	graphics that use a two-dimensional representation of geometric data	occupation
38022	1	St. Louis	independent city in Missouri, United States	occupation
1638457	1	Hurler	Wikipedia disambiguation page	occupation
2599935	1	Justice of the peace	Judicial office in Belgium	occupation
7603562	1	State Surgeon General	operational head and senior spokesperson on public health in a single state of the United States of America	occupation
3025021	1	list of aerospace engineering schools	Wikimedia list article	occupation
47518565	1			occupation
20778343	1	Roman magistrate	elected official in Ancient Rome	occupation
2189326	1	Noble	village in Illinois	occupation
3497566	1			occupation
11907084	1			occupation
600846	3	zootechnics	art of managing domestic or captive animals	occupation
127843	1	pen name	name that is used instead of an author's true name	occupation
7242947	1	Prifardd		occupation
20748987	1	ancient Greek teacher		occupation
4576564	1	adapter	accessory for connecting two otherwise incompatible devices or workpieces	occupation
246396	1	deltiology	study and collection of postcards	occupation
624482	1	sprinting	running over a short distance in a limited period of time	occupation
474968	1	anonymous master	artist whose name is unknown	occupation
21030356	1	Member of the Grand National Assembly of Turkey	Turkish MP	occupation
44914	1	sudoku	logic number grid puzzle	occupation
5756737	1	High Sheriff of Cornwall		occupation
422635	2	action art	art genre	occupation
3880442	1	Oba	honorific of kings of Benin, Nigeria and Togo	occupation
21104519	1			occupation
876040	1	Wikipedia community	volunteer communities that write, edit and maintain the various language editions of Wikipedia	occupation
1121065	1	Compagnie Générale Transatlantique	French shipping company	occupation
1123526	1	chamber of commerce	organization for the promotion of business interests	occupation
2922624	1			occupation
18386044	1	paintings conservator	individual responsible for protecting cultural heritage in the form of painted works of art	occupation
1415127	1	Filmmaker	1968 documentary by George Lucas	occupation
6161899	1			occupation
73764815	2	wool buyer	profession	occupation
2407879	1	cloth trade		occupation
188391	1	phycology	branch of botany concerned with the study of algae	occupation
27915883	1	head of story		occupation
5654877	1	international studies	academic discipline	occupation
29097536	1	Chief Technology Officer of the Department of Health and Human Services		occupation
1368195	1	second baseman	defensive position in baseball and softball, played on the right side of the infield near second base	occupation
1341429	1	rescue	comprises responsive operations that usually involve the saving of life, or prevention of injury	occupation
998555	1	book illustration	illustration which appears in books	occupation
20725586	1			occupation
578326	1	University of Jyväskylä	university in Jyväskylä, Finland	occupation
15811866	1			occupation
1391042	1	professional pool attendant		occupation
805296	1	ball boy	individuals, usually youths, who retrieve and supply balls for players or officials in sports	occupation
1076968	1	digital media	any media that are encoded in machine-readable formats	occupation
64577174	1	angler	person fishing with a rod	occupation
1008659	1	business psychology	branch of psychology	occupation
21456571	1	Bankier	family name	occupation
6501380	1	Chinese people	ethnic group	occupation
1856731	1	sword swallowing		occupation
245343	1	Barclays	British multinational banking and financial services company	occupation
20147353	1	Industrial	human settlement in Mexico	occupation
61388023	1			occupation
1400264	1	artist collective	group of artists who create works together	occupation
1517802	1	proxy	agent authorized to act on behalf of another	occupation
1639780	1	regulatory agency	government commission	occupation
7899934	1	Urban Interventionism		occupation
344537	1	Actrices	2007 film by Valeria Bruni Tedeschi	occupation
20597784	1	High Sheriffs of Carmarthenshire in the 20th century		occupation
59950	1	urbanism	characteristic way of interaction of inhabitants of towns and cities with the built environment	occupation
7444366	1	Secretary of State of Florida		occupation
251741	2	reconnaissance	military exploration beyond the area occupied by friendly forces	occupation
2404985	1	death care industry		occupation
170174	1	Papal States	territories mostly in the Appenine Peninsula under the sovereign direct rule of the pope between 752–1870	occupation
2056728	1	Patent engineer		occupation
18952564	1	Member of the House of Lords		occupation
18015642	2	Member of Parliament in the Parliament of Great Britain	voters' representative in the House of Commons of the Parliament of Great Britain, 1707-1800	occupation
856574	1	interlinguistics		occupation
851824	1	persecution	systematic mistreatment of an individual or group by another individual or group	occupation
272460	1	Pilates	physical fitness system	occupation
920486	1	Indigenous rights	legal, social, or ethical principles that pertain to Indigenous Peoples	occupation
19703870	1		novel	occupation
10526676	1			occupation
43173	1	Inquisition	group of institutions within the judicial system of the Roman Catholic Church whose aim was to combat heresy	occupation
37707	1	haiku	very short form of Japanese poetry	occupation
595071	1	nurse practitioner	profession	occupation
188559	1	French Foreign Legion	military service branch of the French Army	occupation
4129937	1	Sexton	church or synagogue officer charged with the maintenance of the church buildings and/or the surrounding graveyard	occupation
47518464	1	cyberfeminist		occupation
27621374	1	bear hunter	person who hunts bears	occupation
39372	1	Tuskegee Airmen	African-American military pilots during World War II	occupation
4781757	1	approved social worker		occupation
528145	1	linebacker	defensive position in American football	occupation
16549883	1			occupation
16177560	1	Chief of Naval Operations	chief of staff of the Republic of Korea Navy	occupation
128758	1	satire	genre of arts and literature in the form of humor or ridicule	occupation
2348104	1	bouquinistes	booksellers of used and antiquarian books who ply their trade along large sections of the banks of the Seine, in Paris	occupation
187097	1	economic geography	study of the location, distribution and spatial organization of economic activities	occupation
153559	1	Sicherheitsdienst	intelligence agency of the SS and the Nazi Party in Nazi Germany	occupation
2667413	1	characterization	representation of persons (or other beings or creatures) in narrative and dramatic works of art	occupation
1427911	1	formateur	politician asked by a monarch to attempt to form a government	occupation
17776219	1	lyrical text translated using paraphrasing	free translation, rendering, of a lyrical text	occupation
2624918	1	phthisiology	care, treatment, and study of tuberculosis of the lung	occupation
5287	1	Japanese	East Asian language	occupation
1757145	1	Seabee	member of the United States Naval Construction Forces	occupation
15141204	1	Mexican muralism		occupation
328716	2	motorcycle sport	sporting aspects of motorcycling	occupation
216613	1	Nordic skiing	skiing variation	occupation
45981	1	rhythm and blues	music genre	occupation
1475056	1	Iraq Football Association		occupation
5033550	1	Cantao	genus of insects	occupation
22808152	1	deserter	member of the armed forces who deserts, abandons a duty or post without permission and with the intention of not returning	occupation
16000515	1	liveryman	full member of a livery company	occupation
4855287	1	Bangladesh Coast Guard		occupation
6864349	1	mineral collecting		occupation
23700481	1	advertising industry	businesses offering advertising creation and/or placement in media	occupation
50819203	1			occupation
1238375	1	Cultural mandate		occupation
81197	1	nuclear physics	field of physics that deals with the structure and behavior of atomic nuclei	occupation
16473999	1			occupation
11565578	1	Manga editor		occupation
22774361	1		album by Li Ronghao	occupation
7278	1	political party	organization that seeks to influence government policy and actions	occupation
3526590	1			occupation
11396960	1	production company	company producing works in the realms of the performing arts, media art, film, radio, and video	occupation
64008862	1			occupation
598041	1	prison escape	act of one or more inmates leaving prison through unofficial or illegal ways	occupation
183904	1	mammalogy	the study of mammals	occupation
21006159	1			occupation
12592438	1		Wikimedia list article	occupation
501778	1	translation studies	science of interpreting and translating	occupation
20497605	1	First Lady of Bulgaria		occupation
268733	1	telemarketing	the marketing of goods or services by means of telephone calls, typically unsolicited, to potential customers.	occupation
675316	2	heir		occupation
2167372	2	mountain running	sport competition	occupation
281940	1	talent management		occupation
1501272	1	phoniatrics	medical specialty	occupation
4151340	1	Governor of Oryol Oblast		occupation
41689279	1			occupation
11505877	1	Local parliamentarian of Japan		occupation
42309397	1			occupation
34379	1	musical instrument	sound producing object used by a musician for this purpose	occupation
5013228	1	flight lieutenant	junior commissioned rank	occupation
23017749	1	Bâtonnier	position in France	occupation
242365	3	beadle	Wikimedia disambiguation page	occupation
65935499	1	Portioner	An occupation of measuring out portions	occupation
2100653	1	Pohraniční stráž ČSSR		occupation
7549941	1	sober companion	occupation in addiction recovery	occupation
942347	1	physical optics		occupation
10416136	1			occupation
11139382	1	Okinawanology		occupation
1400853	1	portrait painting	genre of paintings; field of work for painters	occupation
61931074	1			occupation
15660124	1	Film Writers Association		occupation
138365	1	Ktitor		occupation
1172231	1	data steward	person responsible for the management and fitness of data elements - both the content and metadata	occupation
19705074	1	cadre		occupation
83172	1	Russian Academy of Sciences	academy of sciences	occupation
201486	1	history of science	study of the historical development of science and scientific knowledge	occupation
7150	1	ecology	scientific study of the relationships between living organisms	occupation
4201464	1	Institute of Geography	research institute in Moscow, Russia	occupation
7374818	1	Royal Secretary	position at the court of a monarch responsible for communicating the sovereign's wishes to the other members of government	occupation
638154	1	Privacy Commissioner of Canada		occupation
217107	1	travel agency	private retailer or public service that provides tourism related services to the public	occupation
15112254	1	wainwright	one who makes or repairs wagons and carts	occupation
3267025	2	antique shop	retail store specializing in the selling of antiques	occupation
10855085	1	Secretary-general		occupation
3378587	1			occupation
740909	1	kidney transplantation	surgical operation	occupation
105196	1	transplantation	moving of an organ or tissue from one body or body region to another	occupation
28701147	1	Ukrainian Anti-Terrorist Operation		occupation
49624	1	Korean Social Democratic Party	political party	occupation
4539	1	cooperative	autonomous association of persons or organizations	occupation
11337376	1	Pest Control Operator		occupation
11852386	1			occupation
179115	1	widow	woman whose spouse has died	occupation
201022	1	folk dance	dances that were danced to traditional folk festivals and in traditional societies and are still been danced	occupation
11170437	1	Dr.techn.		occupation
3746198	1	tenant farmer		occupation
2997362	1	physical culture		occupation
15055416	1			occupation
18966441	1	leutnant		occupation
51197159	1	bureau engineer		occupation
1564383	1	Musketeers of the Guard	company	occupation
25399048	1	financial broker		occupation
13049659	1		type of priest	occupation
11602445	1	quaternary geology		occupation
4477520	2	Uryadnik	Cossask sergeant	occupation
1233720	1	young adult literature	literature written for adolescents and young adults	occupation
1477230	1	Ostiarius	profession	occupation
368972	1	lacquerware	decorative work using lacquer	occupation
30729034	1			occupation
1254373	1	information engineering	discipline that deals with the generation, distribution, analysis, and use of information, data, and knowledge in systems	occupation
496098	1	casting	manufacturing process	occupation
249277	1	Haute cuisine	high level cuisine	occupation
56296655	1		profession	occupation
4327666	1	Dutch National Rapporteur on Trafficking in Human Beings and Sexual Violence against Children	political position in the Netherlands	occupation
5669609	1			occupation
1236678	1	orientalizing period		occupation
10424535	1			occupation
10548722	1			occupation
780600	1	personal shopper	profession	occupation
667579	1	Landammann	President of a Swiss Canton (State)	occupation
55745929	1	NovaWave Records LLC	America Based Record Label	occupation
16243336	2	magic consultant	adviser to writers, producers and directors of all elements relating to magic and illusions for television, film, theatre, and other live events	occupation
589897	1	mahout	person who rides an elephant	occupation
1520349	1		profession	occupation
3238290	1	police lieutenant general		occupation
912213	1	Freestyle Motocross	variation on the sport of motocross	occupation
690076	1	emphyteusis		occupation
2323664	1	industrial ecology	study of material and energy flows through industrial systems	occupation
615833	1	Noble Guard	one of the household guard units serving the Pope, formed in 1801, abolished in 1970	occupation
1486290	1	art publisher	publishing house primarily engaged in the production of art books	occupation
56578471	1	pietra dura artist	artists or craftsman who specializes in pietra dura works	occupation
3257896	1	three-cushion billiards	discipline of carom billiards	occupation
5689301	1	head gardener	occupation	occupation
5533726	1	Gentleman Usher	courtier	occupation
203605	1	carpentry	skilled trade	occupation
3332199	1			occupation
192431	1	speed skating	competitive form of ice skating in which the competitors race each other	occupation
1442352	1	Order of the Francisque	order	occupation
6017399	1	independent animation		occupation
6762810	1	Marie Skłodowska-Curie Actions	research funder	occupation
17193608	1			occupation
3121417	1	Doctor of Psychology	doctoral degree	occupation
71115891	1	agrobiologist		occupation
1260046	1	drugstore	retail store centrally featuring a pharmacy	occupation
7939502	1	voice casting		occupation
2827803	1			occupation
71102648	1	obesitologist		occupation
58905236	1	graphics engineer	profession	occupation
16516756	1			occupation
16315407	1			occupation
63751298	1			occupation
1197876	1	Der Waffenschmied	opera by by Albert Lortzing	occupation
59346269	1			occupation
3151026	1			occupation
18242306	1			occupation
33109026	1	children's librarian	librarian who provides library services to children and youth	occupation
2540029	1	Military Police	Brazilian military law enforcement agency	occupation
19398863	1	vocational driver	person working as a professional driver in the transport industry	occupation
558685	1	content marketing	type of marketing based on online content	occupation
15761011	1	Veterinary Microbiology	journal	occupation
6581072	2	female	human gender (use with P21)	occupation
207308	1	Falange Española de las JONS	political party and movement in Spain originating in the late 1930s	occupation
2859684	2	International Arbiter		occupation
4180175	1	Legal practice		occupation
30261006	1	Institute of Plant Physiology	facility in Krakow, Poland	occupation
1347336	1		profession	occupation
11411	1	backgammon	one of the oldest board games for two players	occupation
59312286	1	Knight of the Order of Santiago		occupation
615498	1	documentary photography	form of photography used to chronicle significant and historical events	occupation
808384	1	Sisters of Mercy of St. Borromeo	religious congregation	occupation
12327321	1			occupation
62092258	1	Guiomar	female given name	occupation
29933786	1	operator	person or organization that operates a given equipment, facility, or service	occupation
2199864	1	duration	length of time of an event or process; quality of an event or process with beginning and end	occupation
2638294	1	ethnoarchaeology		occupation
62521895	1			occupation
10385894	1	administration technician		occupation
7019113	1	Newquay Tretherras	school in Cornwall, UK	occupation
64747274	1			occupation
4287237	2	phalerist	person who studies medals or awards	occupation
107425	1	landscape	visible features of an area of land	occupation
326991	1	Spanish Armed Forces	combined military forces of the Kingdom of Spain	occupation
1434856	1	Fliegel-Adjutant		occupation
64025283	1	health educator	professional working in health education	occupation
1233911	1	Doctor of Business Administration	doctoral degree	occupation
16039085	1	antispecism	movement claiming that the species an animal is part of isn't a valid criterion to decide how it should be treated	occupation
2914207	1	radical feminism	feminist movement seeking to abolish patriarchy	occupation
18235843	1	Apostoł		occupation
4517284	1			occupation
2395219	2	History of the Russian Orthodox Church		occupation
2827275	1	Agregation of history and geography		occupation
64513334	1			occupation
12328450	3	nature guide		occupation
1310736	1	informal attire	clothes worn for special events	occupation
66060316	1	coffin maker	profession	occupation
25378518	1	deputy director		occupation
7257961	1	Public relations in India		occupation
7199710	1	pixel artist	artist who works in the raster graphics on the pixel level	occupation
206814	1	civil aviation	all non-military aviation	occupation
69464475	1			occupation
15788433	1			occupation
57785417	1	State Historic Preservation Officer	position responsible under federal law for overseeing built heritage within a state of the United States	occupation
67008658	2			occupation
1324916	1	English billiards	cue sport	occupation
11796190	1	odonatologist	"Entomologist who deals with the taxonomy of the order Dragonfly (""Odonata"")"	occupation
20735446	1	Exploradores de España		occupation
18338317	1	vegetarian	person who eats mainly vegetables and no meat	occupation
1662485	1	information professional	someone who collects, records, organizes, stores, preserves, retrieves, and disseminates printed or digital information	occupation
76444063	2	film studio executive	film-making occupation	occupation
3679472	1	Hostess		occupation
16911116	1	Leadman		occupation
1194826	1	urban agriculture	agriculture in urban environments	occupation
3430525	1	Rigsmarsk		occupation
67378402	1	trustee	board member of an institution or organization who is entrusted with the administering of funds or the directing of policy	occupation
75323791	1	cut-paper artist	artist doing cut-paper work	occupation
70922178	1	paper artist	artist who works with paper as a primary material	occupation
2309621	1	Meister		occupation
10333061	1	Mulher-fruta		occupation
76841605	1	coal delivery man		occupation
1988917	1	data analysis	activity for gaining insight from data	occupation
11412175	1	Yūhitsu	secretaries of samurai government of Japan	occupation
1810444	1	rocker	member of youth group	occupation
596123	1	president of Bangladesh	position	occupation
392519	2	sebastokrator		occupation
1769350	1	Cand.mag.	Danish academic degree, equivalent to Master of Arts	occupation
308876	1	stop-motion	animation technique to make a physically manipulated object appear to move on its own	occupation
738095	1	Fon	chieftain or king of a region of Cameroon	occupation
16665527	1			occupation
57616250	1	postal sector	economic branch	occupation
1069288	1		profession	occupation
5287556	1			occupation
1475346	1	chief	ordinary in heraldic blazon; horizontal band at the top of a coat of arms	occupation
7887637	1	intendant	administrative and political position in Chile	occupation
216685	1	orthopedics	the branch of surgery concerned with conditions involving the musculoskeletal system.	occupation
43580060	1	fashion director	Someone who designs fashion concepts and a fashion vision	occupation
207011	1	neuroscience	scientific study of the central nervous system	occupation
2996615	1	agricultural cooperative	cooperative where farmers pool their resources in certain areas of activity	occupation
191163	1	landscape art	depiction of landscapes in art	occupation
5380740	1	Entrepreneur	entreprenur magazine	occupation
6132267	2			occupation
10270331	1			occupation
631621	1	bertsolaritza		occupation
62584417	1	Mayor of Saint-Laurent-d'Aigouze		occupation
62029434	1	Diplomingenieur		occupation
2872660	1	car driver		occupation
1270388	1	Augustinian canons	order of the Catholic church; Canons regular according to St. Augustine's rule	occupation
192581	1	job	an activity done by a person to earn money	occupation
25474700	1			occupation
868715	1	Conducător	Romanian title	occupation
2523292	1	list of prolific writers	Wikimedia list article	occupation
74764304	1			occupation
63516141	1		photograph of landscapes	occupation
673751	1	Reichsleiter Rosenberg Taskforce	WWII Art looting organization active in France	occupation
2662552	1			occupation
1725720	1	bonesetter	practitioner of joint manipulation	occupation
12789691	1	Generaloberst	General officer rank	occupation
6699668	1	Luftschiffer		occupation
9616	1	Chelsea F.C.	association football club in Fulham, England	occupation
373557	1	aerobatics	flying maneuvers involving attitudes not attained during normal flight	occupation
188751	1	Caesar	cognomen, later an imperial title of Roman empire	occupation
2624059	1			occupation
7166256	1	First Lady of the United States	wife of the President of the United States	occupation
962340	1	Cuatro	television station	occupation
245198	1	Željko Ražnatović	Serbian Military Commandant and Criminal	occupation
5462245	1	flower seller		occupation
23375738	1	crocheter	occupation	occupation
4115925	1	Sultan of Egypt		occupation
7829301	1	Tournament director	for sporting events	occupation
162145	1	Neoplatonism	Strand of Platonic philosophy that emerged in the 3rd century AD	occupation
60396389	1	backing vocal		occupation
15631669	1	railroad construction foreman		occupation
1532839	2			occupation
30733707	1	Fürst		occupation
15843116	1	Rouhani	Wikimedia disambiguation page	occupation
544015	1	Praefectus urbi	magistrate of Rome	occupation
1477129	1	völva	female shaman in Norse mythology	occupation
12880212	1			occupation
3280545	1	major general	military rank in the United States	occupation
203209	1	conceptual art	art movement	occupation
3289646	1	animal control service	entity charged with responding to requests for help with animals	occupation
1421557	1	light art	form of visual art using light as a medium	occupation
52770775	1			occupation
6949127	1	Lascar	sailor or militiaman from the Indian Subcontinent, Southeast Asia, and other territories	occupation
223694	1	war elephant	elephant that is trained and guided by humans for combat	occupation
4376092	1	Human rights movement in the Soviet Union		occupation
4249459	1	Qutb	Sufi spiritual leader	occupation
176020	1	abbreviator	writer in the papal chancery, was involved in the planning of the pope's bulls, briefs, and consistorial decrees	occupation
3406491	1	Illinois Attorney General	attorney general for the U.S. state of Illinois	occupation
2996181	1	Illinois Comptroller		occupation
5357767	2	theatrical electrician	theatre term for person who works with lighting	occupation
222902	1	sulky	lightweight cart used for harness races	occupation
17110844	1	National Defense Mediation Board		occupation
3336955	1	National War Labor Board	US WWI government agency	occupation
1154057	1	Director of National Intelligence	United States government official	occupation
956561	1	Pseudocardinal		occupation
80831	1	integrated circuit	"electronic circuit manufactured by lithography; set of electronic circuits on one small flat piece (or ""chip"") of semiconductor material, normally silicon"	occupation
5784164	1	Palace janitor		occupation
12136	1	disease	abnormal condition negatively affecting organisms	occupation
31040606	1	county of Luna		occupation
4516937	1			occupation
5153671	1	Commonwealth's Attorney	elected prosecutor in Kentucky and Virginia.	occupation
237151	1	medical ethics	system of moral principles of the practice of medicine	occupation
1141099	1	Curopalates		occupation
13645132	1	Lord Mayor of Dublin	honorific title of the chairperson of Dublin City Council	occupation
2857744	2	Rogue trader	employee authorized to make trades on behalf of their employer who makes unauthorized trades	occupation
63443313	1	racketeer		occupation
5873	1	sexual intercourse	any act or set of actions performed for reproduction, sexual pleasure or both	occupation
8388	1	pedophilia	paraphilia characterized by a sexual attraction to prepubescent children	occupation
1427773	1	Grand Master of France		occupation
68942197	1	blues pianist	pianist who plays blues	occupation
17514	2	graffiti	writing or drawing etched, scratched, scribbled, or sprayed illicitly on a wall or other surface in a public place	occupation
3077424	1	Televisión Mexiquense	dish	occupation
32963513	1	archaeometrist	scientist in the field of archaeometry	occupation
16928234	1	Postgraduate Work	extended play	occupation
2072186	1			occupation
2421000	1	novelization	adaptation of another work into a novel	occupation
831500	1		profession	occupation
18812470	1	member of the Congress of the Republic of Peru		occupation
6017603	1			occupation
1724834	1	communications technician		occupation
62382038	1			occupation
1088777	1	conservation movement	social and political advocacy for protecting natural resources	occupation
14089887	2	moldmaker	skilled trades worker who makes molds	occupation
155198	1	Yugoslav Partisans	Yugoslavian resistance movement	occupation
3053338	2			occupation
1494322	1	legal services	service within the legal area	occupation
6562510	1	list of Asturian consorts	Wikimedia list article	occupation
3485549	1	manual work	physical work done by people	occupation
1975214	1	tohunga	expert practitioner in Māori culture	occupation
1737044	1			occupation
1006064	1			occupation
1209185	2	Humanist	Wikimedia disambiguation page	occupation
546690	1	ephebos	Greek term for a male adolescent, or for a social status reserved for that age, in Antiquity	occupation
847731	1	Islamistic terrorism	set of terrorist acts or campaign committed by individuals or groups who profess or claim to profess Islamic or Islamist motivations or goals	occupation
31561	1	acoustic guitar	type of guitar	occupation
193666	1	tambourine	musical instrument in the percussion family	occupation
750147	1	Currency detector		occupation
5468697	1	forensic accountant	investigative accountants	occupation
316697	1	Liquidator		occupation
1404897	1	Legatus legionis	type of high ranking Roman military officer in the Roman Army	occupation
2517292	1	Slayer	fictional vampire hunter from the TV series Buffy the Vampire Slayer	occupation
1455718	1	nigger	common ethnic slur usually directed at blacks of Sub-Saharan African descent	occupation
66095885	1	textile merchant	someone who buys and sells textiles and textile products	occupation
212927	1	Una	river in Bosnia and Herzegovina and Croatia	occupation
62017302	1	deaf school founder		occupation
6865949	1	Minister for Security	UK ministerial position	occupation
16267481	1	Greek studies	study of the ancient Greek language and literature	occupation
